signal_date,entry_date,exit_date,hold_bars,ts_code,name,setup_type,signal_score,single_peak_dense_score,trigger_price,stop_loss,entry_price,exit_price,exit_reason,pnl_pct,r_multiple,risk_pct,hit_1r,hit_2r,hit_3r,volume_ratio,platform_range,chip_concentration,chip_low_position
20250728,20250729,20250731,3,000528.SZ,柳工,pullback,54.94,0.1864,11.15,10.92,11.15,10.92,gap_stop,-0.020627802690582953,-1.0,0.020627802690582998,0,0,0,1.29,24.96,12.75,42.59
20250728,20250729,20250730,2,000701.SZ,厦门信达,pullback,61.41,0.3399,7.37,7.17,7.37,7.17,stop_loss,-0.027137042062415184,-1.0,0.02713704206241522,1,0,0,1.56,19.79,10.01,66.74
20250728,20250729,20250729,1,001206.SZ,依依股份,pullback,57.97,0.2157,26.02,25.4,26.37,25.4,stop_loss,-0.036784224497535156,-1.0,0.03678422449753517,0,0,0,1.13,21.72,11.41,74.58
20250728,20250729,20250804,5,600712.SH,南宁百货,pullback,62.25,0.3466,6.63,6.35,6.63,6.5,time_exit,-0.019607843137254832,-0.46428571428571347,0.04223227752639521,1,0,0,1.34,18.7,8.0,47.14
20250728,20250729,20250729,1,600721.SH,百花医药,pullback,63.96,0.2936,8.11,8.04,8.11,8.04,stop_loss,-0.008631319358816336,-1.0,0.008631319358816312,0,0,0,0.9,13.69,7.27,69.06
20250728,20250729,20250729,1,603739.SH,蔚蓝生物,pullback,66.74,0.4767,14.33,14.08,14.33,14.08,stop_loss,-0.017445917655268706,-1.0,0.017445917655268667,0,0,0,1.32,8.58,6.46,31.23
20250729,20250730,20250731,2,000422.SZ,湖北宜化,pullback,59.66,0.3148,14.3,13.54,14.3,13.54,stop_loss,-0.0531468531468533,-1.0,0.05314685314685325,0,0,0,1.12,21.62,10.16,41.65
20250729,20250730,20250731,2,000528.SZ,柳工,pullback,55.75,0.1469,11.28,10.95,11.28,10.92,gap_stop,-0.03191489361702127,-1.090909090909089,0.029255319148936178,0,0,0,1.24,24.58,12.75,42.59
20250729,20250730,20250730,1,000665.SZ,湖北广电,pullback,64.84,0.2213,5.55,5.46,5.61,5.46,stop_loss,-0.02673796791443861,-1.0,0.026737967914438564,0,0,0,1.51,11.23,7.59,37.65
20250729,20250730,20250730,1,603281.SH,江瀚新材,breakout,57.83,0.5033,26.12,25.74,26.13,25.74,stop_loss,-0.014925373134328401,-1.0,0.01492537313432838,0,0,0,1.73,9.0,6.11,56.49
20250730,20250731,20250801,2,600158.SH,中体产业,pullback,61.34,0.4743,9.27,9.09,9.27,8.96,gap_stop,-0.033441208198489614,-1.7222222222222179,0.01941747572815531,0,0,0,2.29,13.54,7.26,63.47
20250730,20250731,20250731,1,600721.SH,百花医药,breakout,66.04,0.4072,8.48,8.32,8.48,8.32,stop_loss,-0.018867924528301883,-1.0,0.018867924528301903,0,0,0,1.93,12.74,8.22,66.33
20250730,20250731,20250731,1,603207.SH,小方制药,breakout,65.94,0.3397,35.37,34.91,35.37,34.88,gap_stop,-0.013853548204693089,-1.0652173913043348,0.013005371783997762,0,0,0,2.19,9.16,6.75,75.15
20250730,20250731,20250804,3,603998.SH,方盛制药,pullback,60.93,0.419,11.34,11.2,11.34,11.2,stop_loss,-0.012345679012345734,-1.0,0.012345679012345729,1,1,0,1.66,13.02,7.81,67.16
20250731,20250801,20250807,5,001277.SZ,速达股份,pullback,55.8,0.3636,47.69,45.81,47.71,53.34,time_exit,0.11800461119262207,2.9631578947368458,0.039823936281701916,1,1,1,1.41,17.41,5.43,75.35
20250731,20250801,20250801,1,001367.SZ,海森药业,breakout,68.52,0.4792,26.55,26.06,26.55,26.06,stop_loss,-0.018455743879472797,-1.0,0.01845574387947277,0,0,0,2.41,14.51,7.79,39.73
20250801,20250804,20250804,1,603063.SH,禾望电气,breakout,53.37,0.2387,38.1,37.88,38.1,37.88,gap_stop,-0.005774278215223028,-1.0,0.005774278215223067,0,0,0,2.6,22.85,12.62,65.68
20250804,20250805,20250806,2,000681.SZ,视觉中国,pullback,65.8,0.3214,21.5,20.92,21.5,20.92,stop_loss,-0.026976744186046453,-1.0,0.026976744186046432,0,0,0,1.44,10.01,5.34,31.24
20250804,20250805,20250811,5,001299.SZ,美能能源,breakout,71.17,0.1575,12.71,12.42,12.83,12.63,time_exit,-0.015588464536243074,-0.4878048780487786,0.03195635229929853,0,0,0,2.43,8.61,7.27,29.15
20250804,20250805,20250811,5,603082.SH,北自科技,breakout,73.77,0.525,40.26,39.72,40.28,41.23,time_exit,0.023584905660377187,1.696428571428557,0.013902681231380394,1,1,1,2.37,5.16,3.52,28.93
20250805,20250806,20250811,4,000801.SZ,四川九洲,breakout,64.54,0.3927,17.4,17.2,17.4,17.2,stop_loss,-0.011494252873563204,-1.0,0.011494252873563178,1,1,0,2.4,15.37,8.75,42.89
20250805,20250806,20250807,2,603063.SH,禾望电气,pullback,50.46,0.2155,39.31,38.71,39.4,38.37,gap_stop,-0.026142131979695504,-1.4927536231884124,0.01751269035532989,1,1,0,1.49,25.94,14.42,65.93
20250805,20250806,20250812,5,603150.SH,万朗磁塑,breakout,66.87,0.5561,38.93,37.76,38.93,40.12,time_exit,0.03056768558951961,1.0170940170940137,0.030053942974569786,1,1,1,3.04,16.54,9.5,64.2
20250805,20250806,20250806,1,603270.SH,金帝股份,pullback,73.16,0.6674,27.26,27.11,27.3,27.11,stop_loss,-0.006959706959707046,-1.0,0.006959706959707006,0,0,0,0.96,7.18,4.6,51.66
20250806,20250807,20250811,3,000801.SZ,四川九洲,pullback,60.71,0.3851,17.49,17.21,17.49,17.21,stop_loss,-0.016009148084619618,-1.0,0.016009148084619645,1,0,0,1.73,15.96,8.75,42.89
20250806,20250807,20250807,1,600727.SH,鲁北化工,pullback,60.19,0.4601,8.14,8.09,8.16,8.09,stop_loss,-0.0085784313725491,-1.0,0.008578431372549055,0,0,0,1.0,11.56,4.61,35.11
20250806,20250807,20250811,3,600797.SH,浙大网新,pullback,60.74,0.3355,9.96,9.8,10.0,9.75,gap_stop,-0.025000000000000022,-1.2500000000000044,0.019999999999999928,1,1,0,1.12,10.58,4.16,26.51
20250806,20250807,20250807,1,600860.SH,京城股份,pullback,63.1,0.5028,13.32,13.1,13.32,13.1,stop_loss,-0.016516516516516533,-1.0,0.016516516516516564,0,0,0,1.13,14.77,8.57,44.41
20250806,20250807,20250807,1,601890.SH,亚星锚链,breakout,67.5,0.472,11.05,10.9,11.13,10.9,stop_loss,-0.020664869721473522,-1.0,0.020664869721473533,0,0,0,1.51,9.63,5.35,64.41
20250806,20250807,20250808,2,603004.SH,鼎龙科技,breakout,72.1,0.7425,23.53,23.2,23.53,23.2,stop_loss,-0.014024649383765464,-1.0,0.014024649383765483,0,0,0,1.39,5.97,4.14,59.21
20250806,20250807,20250807,1,603344.SH,星德胜,pullback,62.89,0.5543,26.68,26.53,26.68,26.53,stop_loss,-0.005622188905547221,-1.0,0.005622188905547173,0,0,0,1.42,8.57,4.38,58.61
20250806,20250807,20250813,5,603507.SH,振江股份,pullback,60.88,0.26,27.53,26.27,27.53,28.6,time_exit,0.03886669088267336,0.8492063492063484,0.04576825281511084,1,0,0,2.09,15.0,7.61,49.08
20250807,20250808,20250814,5,000533.SZ,顺钠股份,pullback,63.44,0.497,7.56,7.46,7.56,7.46,stop_loss,-0.013227513227513144,-1.0,0.013227513227513182,1,1,1,1.4,13.65,5.35,66.28
20250807,20250808,20250811,2,000801.SZ,四川九洲,pullback,60.77,0.3794,17.63,17.23,17.63,17.23,stop_loss,-0.022688598979012986,-1.0,0.022688598979012965,0,0,0,1.33,16.15,8.75,42.89
20250807,20250808,20250812,3,000837.SZ,秦川机床,pullback,65.47,0.3817,13.12,12.83,13.12,12.83,stop_loss,-0.022103658536585247,-1.0,0.022103658536585302,0,0,0,2.27,10.49,7.26,46.79
20250807,20250808,20250811,2,600797.SH,浙大网新,pullback,62.54,0.2589,10.18,9.83,10.33,9.75,gap_stop,-0.056147144240077496,-1.1600000000000001,0.0484027105517909,0,0,0,1.76,10.58,4.52,27.03
20250807,20250808,20250814,5,600990.SH,四创电子,breakout,66.74,0.6027,29.11,28.76,29.2,28.76,stop_loss,-0.015068493150684814,-1.0,0.015068493150684854,1,1,0,1.1,11.36,6.82,73.53
20250807,20250808,20250812,3,603150.SH,万朗磁塑,pullback,57.76,0.4567,40.78,39.84,40.78,39.84,stop_loss,-0.023050514958312895,-1.0,0.023050514958312843,1,0,0,1.76,24.94,11.78,65.21
20250807,20250808,20250808,1,603194.SH,中力股份,pullback,58.63,0.3393,42.4,41.9,42.4,41.9,stop_loss,-0.011792452830188704,-1.0,0.01179245283018868,0,0,0,1.31,10.82,5.66,73.64
20250807,20250808,20250808,1,603211.SH,晋拓股份,pullback,64.58,0.3331,19.67,19.4,19.7,19.4,stop_loss,-0.015228426395939132,-1.0,0.015228426395939123,0,0,0,0.9,10.51,4.76,54.23
20250807,20250808,20250808,1,603286.SH,日盈电子,pullback,57.34,0.4591,33.41,32.76,33.41,32.76,stop_loss,-0.01945525291828787,-1.0,0.019455252918287896,0,0,0,1.35,22.86,10.95,56.79
20250807,20250808,20250814,5,603507.SH,振江股份,pullback,62.09,0.1792,27.55,26.97,28.1,27.94,time_exit,-0.005693950177935947,-0.1415929203539821,0.04021352313167269,1,0,0,1.38,16.72,7.61,49.08
20250807,20250808,20250808,1,603660.SH,苏州科达,pullback,56.59,0.3265,7.87,7.76,7.98,7.76,stop_loss,-0.027568922305764465,-1.0,0.02756892230576449,0,0,0,2.58,15.1,8.68,44.99
20250808,20250811,20250811,1,000533.SZ,顺钠股份,breakout,66.54,0.5011,7.75,7.61,7.77,7.61,stop_loss,-0.020592020592020477,-1.0,0.020592020592020498,0,0,0,1.77,13.65,6.19,67.89
20250808,20250811,20250811,1,000801.SZ,四川九洲,pullback,60.57,0.3306,17.71,17.26,17.71,17.26,stop_loss,-0.02540937323546011,-1.0,0.02540937323546015,0,0,0,1.42,15.49,9.03,43.49
20250808,20250811,20250811,1,603150.SH,万朗磁塑,pullback,54.19,0.4148,41.24,40.37,41.24,40.37,stop_loss,-0.021096023278370568,-1.0,0.021096023278370624,0,0,0,1.3,24.94,12.15,66.1
20250808,20250811,20250814,4,603211.SH,晋拓股份,pullback,65.46,0.3265,19.51,19.22,19.51,19.22,stop_loss,-0.01486417221937486,-1.0,0.014864172219374817,1,1,0,0.63,10.51,4.76,54.23
20250808,20250811,20250814,4,603270.SH,金帝股份,pullback,73.54,0.4849,27.59,27.23,27.61,27.23,stop_loss,-0.013763129300977894,-1.0,0.01376312930097787,0,0,0,0.84,7.28,5.26,52.84
20250808,20250811,20250811,1,603310.SH,巍华新材,pullback,56.57,0.1938,20.83,20.3,20.83,19.99,gap_stop,-0.0403264522323572,-1.5849056603773655,0.025444071051368106,0,0,0,3.21,15.95,7.36,71.32
20250808,20250811,20250811,1,603507.SH,振江股份,breakout,63.64,0.2256,28.25,28.1,28.25,27.9,gap_stop,-0.012389380530973493,-2.333333333333365,0.005309734513274286,0,0,0,2.58,16.72,8.5,54.0
20250808,20250811,20250812,2,605189.SH,富春染织,pullback,49.89,0.1009,17.03,16.7,17.03,16.7,stop_loss,-0.019377568995889716,-1.0,0.019377568995889712,1,0,0,0.95,25.61,16.22,53.56
20250811,20250812,20250814,3,000670.SZ,盈方微,pullback,61.95,0.5014,8.16,8.04,8.16,8.04,stop_loss,-0.014705882352941346,-1.0,0.014705882352941298,1,1,0,1.25,13.27,5.08,80.96
20250811,20250812,20250812,1,000953.SZ,河化股份,pullback,63.38,0.3788,8.28,8.08,8.28,8.08,stop_loss,-0.02415458937198056,-1.0,0.024154589371980593,0,0,0,1.31,17.85,7.91,68.87
20250811,20250812,20250812,1,001277.SZ,速达股份,pullback,58.85,0.534,53.7,52.65,53.7,52.65,stop_loss,-0.019553072625698387,-1.0,0.019553072625698404,0,0,0,0.54,25.07,10.65,73.73
20250811,20250812,20250814,3,001332.SZ,锡装股份,breakout,70.69,0.3626,39.56,38.78,39.58,38.78,stop_loss,-0.02021222839818082,-1.0,0.020212228398180827,0,0,0,1.05,5.17,4.89,38.25
20250811,20250812,20250812,1,001379.SZ,腾达科技,pullback,55.97,0.2378,22.62,22.3,22.62,22.3,stop_loss,-0.014146772767462457,-1.0,0.014146772767462434,0,0,0,2.89,14.61,6.37,57.33
20250811,20250812,20250812,1,600345.SH,长江通信,pullback,53.18,0.2144,28.02,27.66,28.02,27.66,stop_loss,-0.012847965738758016,-1.0,0.01284796573875801,0,0,0,1.58,18.99,8.7,68.27
20250811,20250812,20250818,5,600452.SH,涪陵电力,breakout,64.44,0.211,11.68,11.05,11.68,12.24,time_exit,0.047945205479452024,0.8888888888888911,0.05393835616438348,1,0,0,2.99,19.0,10.52,49.03
20250811,20250812,20250814,3,600990.SH,四创电子,pullback,64.11,0.4867,29.65,28.86,29.65,28.86,stop_loss,-0.02664418212478914,-1.0,0.02664418212478918,0,0,0,1.19,13.76,6.77,74.81
20250811,20250812,20250813,2,601177.SH,杭齿前进,pullback,57.28,0.243,19.59,19.41,19.92,19.3,gap_stop,-0.031124497991967925,-1.215686274509802,0.025602409638554292,1,0,0,1.09,17.12,7.96,50.22
20250811,20250812,20250812,1,603082.SH,北自科技,pullback,64.45,0.4432,41.23,40.5,41.23,40.5,stop_loss,-0.017705554208100827,-1.0,0.017705554208100823,0,0,0,1.44,8.69,4.79,34.29
20250811,20250812,20250812,1,603150.SH,万朗磁塑,pullback,54.64,0.305,41.3,40.0,41.3,40.0,stop_loss,-0.03147699757869238,-1.0,0.03147699757869243,0,0,0,1.14,24.94,12.15,66.1
20250811,20250812,20250814,3,603194.SH,中力股份,pullback,63.97,0.3274,43.36,42.13,43.36,42.13,stop_loss,-0.02836715867158668,-1.0,0.028367158671586644,0,0,0,1.34,10.82,5.66,73.64
20250811,20250812,20250812,1,603270.SH,金帝股份,pullback,68.79,0.3499,27.61,27.5,27.7,27.5,stop_loss,-0.0072202166064981865,-1.0,0.007220216606498169,0,0,0,0.79,6.5,5.02,53.24
20250811,20250812,20250818,5,603286.SH,日盈电子,pullback,59.11,0.475,33.06,32.25,33.15,33.81,time_exit,0.01990950226244359,0.7333333333333386,0.027149321266968285,1,1,0,0.91,22.86,10.95,56.79
20250811,20250812,20250812,1,603310.SH,巍华新材,pullback,58.1,0.2628,20.85,19.99,20.85,19.99,stop_loss,-0.041247002398081656,-1.0,0.04124700239808168,0,0,0,2.16,16.67,7.1,72.09
20250811,20250812,20250812,1,603344.SH,星德胜,pullback,63.15,0.3281,26.65,26.36,26.65,26.36,stop_loss,-0.010881801125703583,-1.0,0.010881801125703533,0,0,0,0.83,8.57,4.06,59.32
20250811,20250812,20250813,2,603626.SH,科森科技,pullback,59.95,0.4511,9.11,8.92,9.11,8.92,stop_loss,-0.020856201975850697,-1.0,0.02085620197585066,0,0,0,0.94,12.0,7.84,46.58
20250811,20250812,20250812,1,603660.SH,苏州科达,pullback,55.03,0.2703,7.67,7.65,7.68,7.65,stop_loss,-0.003906249999999889,-1.0,0.0039062499999999167,0,0,0,0.98,14.61,8.68,44.99
20250811,20250812,20250815,4,603887.SH,城地香江,pullback,58.99,0.5038,18.26,17.92,18.26,17.88,gap_stop,-0.020810514786418488,-1.1176470588235374,0.018619934282584877,0,0,0,1.52,12.24,6.54,27.71
20250811,20250812,20250818,5,605588.SH,冠石科技,pullback,58.08,0.2313,51.98,50.01,51.98,63.44,time_exit,0.22046941131204312,5.817258883248734,0.03789919199692187,1,1,1,1.79,15.41,7.46,37.54
20250812,20250813,20250814,2,000670.SZ,盈方微,pullback,61.36,0.5463,8.26,8.12,8.26,8.12,stop_loss,-0.016949152542372947,-1.0,0.01694915254237295,0,0,0,1.89,13.27,5.68,82.3
20250812,20250813,20250813,1,001332.SZ,锡装股份,pullback,68.81,0.3481,39.82,39.41,39.83,39.41,stop_loss,-0.010544815465729385,-1.0,0.010544815465729393,0,0,0,1.0,7.2,5.35,39.16
20250812,20250813,20250815,3,600353.SH,旭光电子,breakout,59.47,0.2673,15.5,15.0,15.58,15.0,stop_loss,-0.03722721437740695,-1.0,0.037227214377406934,1,0,0,1.32,18.42,9.57,76.88
20250812,20250813,20250813,1,600630.SH,龙头股份,pullback,61.37,0.3594,8.92,8.83,8.93,8.83,stop_loss,-0.01119820828667406,-1.0,0.011198208286674092,0,0,0,0.67,7.07,6.15,61.27
20250812,20250813,20250814,2,603082.SH,北自科技,pullback,61.52,0.2913,40.82,40.4,40.82,40.4,stop_loss,-0.010289073983341557,-1.0,0.010289073983341541,0,0,0,1.02,8.95,4.79,34.29
20250812,20250813,20250815,3,603538.SH,美诺华,pullback,56.13,0.1799,28.67,27.78,28.92,27.78,stop_loss,-0.03941908713692943,-1.0,0.03941908713692948,1,0,0,1.0,18.27,9.17,82.52
20250812,20250813,20250813,1,603660.SH,苏州科达,pullback,57.38,0.2641,7.64,7.56,7.66,7.56,stop_loss,-0.013054830287206332,-1.0,0.013054830287206335,0,0,0,0.81,14.61,8.68,44.99
20250812,20250813,20250814,2,603985.SH,恒润股份,pullback,65.4,0.4268,17.68,17.5,17.68,17.5,stop_loss,-0.010180995475113086,-1.0,0.010180995475113107,1,1,0,0.81,9.74,8.99,63.63
20250812,20250813,20250819,5,605588.SH,冠石科技,pullback,59.86,0.225,51.92,51.2,51.92,57.19,time_exit,0.10150231124807396,7.319444444444451,0.013867488443759608,1,1,1,1.06,17.2,7.46,37.54
20250813,20250814,20250814,1,000016.SZ,深康佳Ａ,breakout,63.1,0.2379,5.49,5.41,5.49,5.41,stop_loss,-0.014571948998178486,-1.0,0.014571948998178519,0,0,0,3.12,12.36,6.13,59.58
20250813,20250814,20250814,1,000628.SZ,高新发展,pullback,55.15,0.2155,53.6,52.35,53.78,52.35,stop_loss,-0.026589810338415787,-1.0,0.026589810338415763,0,0,0,2.03,20.07,11.99,50.62
20250813,20250814,20250814,1,001278.SZ,一彬科技,pullback,62.94,0.3268,19.14,18.81,19.14,18.81,stop_loss,-0.017241379310344973,-1.0,0.017241379310344924,0,0,0,1.65,14.04,7.51,67.4
20250813,20250814,20250814,1,001332.SZ,锡装股份,pullback,69.21,0.3342,39.65,39.26,39.65,39.26,stop_loss,-0.00983606557377048,-1.0,0.009836065573770507,0,0,0,0.96,7.22,5.35,36.93
20250813,20250814,20250814,1,600990.SH,四创电子,pullback,62.6,0.3286,29.39,28.95,29.69,28.95,stop_loss,-0.024924216908049912,-1.0,0.024924216908049916,0,0,0,1.09,14.65,6.72,76.09
20250813,20250814,20250815,2,603057.SH,紫燕食品,breakout,64.2,0.3069,23.42,22.73,23.46,22.73,stop_loss,-0.03111679454390448,-1.0,0.031116794543904536,0,0,0,3.86,13.72,6.22,64.82
20250813,20250814,20250814,1,603082.SH,北自科技,pullback,63.28,0.3102,40.8,40.49,40.83,40.49,stop_loss,-0.008327210384521111,-1.0,0.008327210384521095,0,0,0,0.77,8.95,4.79,34.29
20250813,20250814,20250814,1,603270.SH,金帝股份,pullback,67.21,0.2605,27.43,27.29,27.43,27.29,stop_loss,-0.005103900838497988,-1.0,0.005103900838498016,0,0,0,0.71,6.5,5.02,53.24
20250813,20250814,20250814,1,603359.SH,东珠生态,pullback,53.71,0.1765,7.92,7.74,7.92,7.67,gap_stop,-0.031565656565656575,-1.388888888888891,0.022727272727272693,0,0,0,2.29,22.8,11.29,68.04
20250813,20250814,20250814,1,603538.SH,美诺华,breakout,56.57,0.1765,29.78,29.4,29.78,29.4,stop_loss,-0.012760241773002057,-1.0,0.0127602417730021,0,0,0,1.12,21.08,10.72,81.61
20250813,20250814,20250814,1,603610.SH,麒盛科技,pullback,61.19,0.4487,14.2,13.89,14.2,13.89,stop_loss,-0.021830985915492818,-1.0,0.02183098591549287,0,0,0,3.06,15.97,8.88,64.92
20250813,20250814,20250814,1,603887.SH,城地香江,pullback,57.57,0.3262,18.25,18.11,18.25,18.11,stop_loss,-0.007671232876712342,-1.0,0.00767123287671236,0,0,0,1.0,12.24,6.18,26.93
20250813,20250814,20250814,1,603985.SH,恒润股份,pullback,63.21,0.4209,17.77,17.57,17.77,17.57,stop_loss,-0.011254924029262758,-1.0,0.011254924029262764,0,0,0,1.02,9.74,8.67,62.28
20250813,20250814,20250820,5,605588.SH,冠石科技,pullback,57.61,0.1838,52.13,51.25,57.0,57.04,time_exit,0.00070175438596487,0.006956521739130287,0.10087719298245613,1,1,0,1.29,17.2,7.71,38.12
20250814,20250815,20250821,5,001230.SZ,劲旅环境,pullback,54.19,0.179,25.7,25.0,25.7,25.6,time_exit,-0.0038910505836574627,-0.14285714285713996,0.027237354085603085,1,1,1,1.36,20.07,10.61,66.3
20250814,20250815,20250821,5,600232.SH,金鹰股份,pullback,53.83,0.3309,8.04,7.8,8.04,8.11,time_exit,0.008706467661691475,0.2916666666666687,0.029850746268656636,1,0,0,1.31,27.62,13.33,60.55
20250814,20250815,20250815,1,603057.SH,紫燕食品,pullback,56.68,0.2935,23.49,23.24,23.49,23.24,stop_loss,-0.010642826734780786,-1.0,0.010642826734780758,0,0,0,2.05,18.28,6.87,66.67
20250814,20250815,20250818,2,603125.SH,常青科技,pullback,63.89,0.274,19.2,18.57,19.2,18.57,stop_loss,-0.03281249999999991,-1.0,0.03281249999999995,0,0,0,2.35,15.42,7.5,37.33
20250814,20250815,20250815,1,603610.SH,麒盛科技,breakout,64.72,0.3708,14.64,14.26,14.64,14.26,stop_loss,-0.02595628415300555,-1.0,0.025956284153005518,0,0,0,3.32,15.97,10.21,67.67
20250815,20250818,20250822,5,000006.SZ,深振业Ａ,pullback,57.01,0.3536,7.33,7.13,7.6,7.3,time_exit,-0.03947368421052633,-0.6382978723404255,0.061842105263157865,1,0,0,1.77,21.92,10.04,58.2
20250815,20250818,20250818,1,000716.SZ,黑芝麻,pullback,58.78,0.3255,6.53,6.47,6.53,6.47,stop_loss,-0.009188361408882129,-1.0,0.009188361408882158,0,0,0,0.78,15.3,7.01,46.51
20250815,20250818,20250822,5,001256.SZ,炜冈科技,pullback,63.53,0.4807,24.03,23.4,24.42,24.37,time_exit,-0.0020475020475020367,-0.0490196078431378,0.04176904176904189,1,0,0,0.72,12.78,6.18,37.81
20250815,20250818,20250819,2,600232.SH,金鹰股份,pullback,54.37,0.2397,8.3,7.85,8.3,7.85,stop_loss,-0.05421686746987964,-1.0,0.054216867469879644,0,0,0,1.15,27.62,13.59,61.01
20250815,20250818,20250818,1,603125.SH,常青科技,pullback,64.36,0.2223,19.13,18.75,19.13,18.75,stop_loss,-0.01986408782017768,-1.0,0.019864087820177682,0,0,0,1.38,15.81,7.07,38.06
20250818,20250819,20250825,5,000818.SZ,航锦科技,pullback,57.29,0.1964,23.63,23.16,23.7,26.66,time_exit,0.12489451476793256,5.481481481481492,0.022784810126582244,1,1,1,1.47,12.1,6.25,18.76
20250818,20250819,20250819,1,001230.SZ,劲旅环境,pullback,52.91,0.2194,26.81,26.62,26.81,26.62,stop_loss,-0.007086907870197612,-1.0,0.007086907870197603,0,0,0,1.33,21.28,12.4,69.51
20250818,20250819,20250825,5,001314.SZ,亿道信息,pullback,60.76,0.5115,53.02,50.8,53.29,56.18,time_exit,0.054231563145055395,1.1606425702811238,0.04672546443985742,1,0,0,2.11,15.12,7.19,61.0
20250818,20250819,20250820,2,600353.SH,旭光电子,pullback,56.21,0.3611,16.82,16.3,16.83,16.3,stop_loss,-0.03149138443256072,-1.0,0.03149138443256076,0,0,0,1.28,24.91,13.59,74.46
20250818,20250819,20250821,3,603186.SH,华正新材,breakout,64.07,0.4072,39.28,39.0,40.93,39.0,stop_loss,-0.04715367700952844,-1.0,0.04715367700952846,1,1,0,1.79,19.08,12.24,76.15
20250818,20250819,20250819,1,603606.SH,东方电缆,pullback,53.65,0.2798,54.65,54.16,54.66,54.16,stop_loss,-0.009147457006952076,-1.0,0.009147457006952069,0,0,0,1.62,16.3,8.63,50.66
20250818,20250819,20250822,4,605066.SH,天正电气,breakout,65.43,0.5193,8.25,8.15,8.28,8.15,stop_loss,-0.015700483091787287,-1.0,0.015700483091787322,0,0,0,2.07,9.72,5.93,32.4
20250819,20250820,20250820,1,000533.SZ,顺钠股份,breakout,60.9,0.2568,8.01,7.9,8.01,7.87,gap_stop,-0.017478152309612915,-1.2727272727272765,0.013732833957552988,0,0,0,1.68,16.79,7.82,71.12
20250819,20250820,20250826,5,000721.SZ,西安饮食,pullback,58.41,0.4512,8.95,8.88,8.95,10.51,time_exit,0.17430167597765367,22.285714285714768,0.007821229050279163,1,1,1,1.48,9.47,5.41,39.94
20250819,20250820,20250821,2,001335.SZ,信凯科技,pullback,65.85,0.6025,40.2,39.71,40.2,39.71,stop_loss,-0.01218905472636822,-1.0,0.012189054726368208,0,0,0,1.1,8.11,3.38,11.07
20250819,20250820,20250820,1,001339.SZ,智微智能,breakout,57.65,0.3621,60.33,59.18,60.33,59.18,stop_loss,-0.01906182662025524,-1.0,0.01906182662025524,0,0,0,2.35,14.67,7.25,66.07
20250819,20250820,20250822,3,600232.SH,金鹰股份,pullback,54.97,0.2957,8.04,7.84,8.04,7.84,stop_loss,-0.02487562189054715,-1.0,0.024875621890547178,1,0,0,0.85,27.62,13.33,60.55
20250819,20250820,20250820,1,600756.SH,浪潮软件,breakout,64.22,0.3583,16.0,15.88,16.0,15.88,stop_loss,-0.007499999999999951,-1.0,0.007499999999999951,0,0,0,2.43,6.68,5.02,45.33
20250819,20250820,20250826,5,603178.SH,圣龙股份,pullback,64.16,0.5001,19.68,19.1,19.68,19.84,time_exit,0.008130081300812941,0.2758620689655183,0.02947154471544707,0,0,0,2.47,12.97,6.79,54.93
20250819,20250820,20250820,1,603690.SH,至纯科技,pullback,60.25,0.4628,26.53,26.35,26.53,26.35,stop_loss,-0.0067847719562759146,-1.0,0.006784771956275903,0,0,0,1.21,9.42,5.44,21.88
20250820,20250821,20250821,1,000524.SZ,岭南控股,pullback,58.54,0.2836,13.2,13.12,13.22,13.12,stop_loss,-0.0075642965204236745,-1.0,0.0075642965204237075,0,0,0,1.24,11.83,7.35,39.89
20250820,20250821,20250827,5,000554.SZ,泰山石油,breakout,71.99,0.6454,7.15,7.03,7.15,7.08,time_exit,-0.009790209790209836,-0.5833333333333351,0.016783216783216797,1,0,0,1.14,7.46,2.63,52.91
20250820,20250821,20250821,1,000815.SZ,美利云,pullback,62.8,0.4073,14.8,14.51,14.8,14.51,stop_loss,-0.019594594594594672,-1.0,0.019594594594594655,0,0,0,1.01,15.72,7.84,49.91
20250820,20250821,20250827,5,000818.SZ,航锦科技,pullback,60.16,0.4286,23.65,23.21,23.65,26.91,time_exit,0.13784355179704022,7.409090909090951,0.018604651162790604,1,1,1,1.03,12.1,6.25,20.39
20250820,20250821,20250821,1,000973.SZ,佛塑科技,pullback,60.45,0.5423,7.15,7.05,7.15,7.05,stop_loss,-0.013986013986014068,-1.0,0.01398601398601406,0,0,0,1.18,11.65,7.32,61.64
20250820,20250821,20250821,1,001335.SZ,信凯科技,pullback,66.49,0.5649,40.19,39.9,40.2,39.9,stop_loss,-0.007462686567164312,-1.0,0.007462686567164285,0,0,0,0.97,8.31,3.38,11.07
20250820,20250821,20250827,5,001395.SZ,亚联机械,pullback,62.16,0.2127,52.29,51.51,52.29,56.5,time_exit,0.08051252629565875,5.397435897435891,0.01491681009753301,1,1,1,1.48,14.65,7.03,55.59
20250820,20250821,20250822,2,601162.SH,天风证券,pullback,57.02,0.3402,5.63,5.53,5.75,5.53,stop_loss,-0.03826086956521735,-1.0,0.03826086956521735,0,0,0,1.0,18.73,9.14,73.18
20250820,20250821,20250821,1,601956.SH,东贝集团,pullback,63.81,0.4581,7.43,7.33,7.43,7.33,stop_loss,-0.013458950201884257,-1.0,0.013458950201884206,0,0,0,1.29,16.41,7.22,70.2
